number,diameter,height,double height,weight
3247127,319.8,52.1,104.2,9.8
3247128,344.7,51.8,103.6,10.74
3247129,299.9,36.2,72.4,5.16
3247130,329.9,36.2,72.4,7.76
3247131,255.8,47.8,95.6,4.72
3247132,313.8,52.0,104.0,8.37
3247133,281.8,48.3,96.6,4.6
3247137,271.8,48.3,96.6,3.85
3247139,302.9,56.9,113.8,8.38
3247141,340.0,49.7,99.4,10.73
3247145,339.8,55.4,110.8,12.0
3247148,302.0,42.4,84.8,5.2
324724,239.0,38.7,77.4,3.7
324742,288.0,46.2,92.4,6.45
324743,288.0,46.5,93.0,7.5
324744,244.4,63.9,127.8,3.63
324745,279.8,46.1,92.2,4.98
324754,239.0,33.5,67.0,2.87
324756,239.0,34.2,68.4,3.78
324757,244.8,83.7,167.4,5.33
324758,255.8,36.7,73.4,5.08
324759,279.9,36.5,73.0,5.81
324760,286.8,34.4,68.8,7.05
324761,232.0,39.5,79.0,2.61
324762,279.9,46.4,92.8,6.23
324763,244.9,47.9,95.8,3.36
324765,282.3,46.2,92.4,7.28
324766,281.7,55.3,110.6,6.945
324767,279.9,40.4,80.8,5.05
324768,280.0,55.5,111.0,6.81
324770,254.5,53.8,107.6,3.6
324772,300.0,56.0,112.0,8.46
324773,312.0,46.0,92.0,8.7
324774,312.0,34.0,68.0,8.03
324775,256.0,36.5,73.0,4.3
324776,239.0,34.0,68.0,3.03
324778,245.0,40.0,80.0,3.16
324779,239.0,33.0,66.0,2.65
324783,313.0,56.3,112.6,9.17
324784,254.7,47.6,95.2,3.6
324786,345.0,49.5,99.0,12.14
324787,279.9,49.4,98.8,5.9
324788,287.8,49.7,99.4,7.32
324789,254.7,51.2,102.4,3.54
324794,259.8,48.4,96.8,4.2
324795,308.0,55.2,110.4,10.34
324796,333.0,55.4,110.8,11.6
324797,293.7,44.2,88.4,6.91
324832,279.8,50.7,101.4,6.41
324833,295.0,72.3,144.6,4.96
324839,281.0,46.0,92.0,6.23
324840,259.8,41.0,82.0,3.38
324842,304.7,50.0,100.0,9.15
324843,288.0,64.7,129.4,5.38
324847,280.0,40.8,81.6,4.44
324848,278.1,48.5,97.0,7.1
324849,300.0,48.5,97.0,8.22
324851,315.7,50.2,100.4,8.49
324852,308.0,64.8,129.6,6.94
324860,328.0,52.0,104.0,12.26
324861,302.0,50.9,101.8,7.27
325013,276.0,45.5,91.0,6.92
325014,267.9,45.1,90.2,4.7
325015,299.9,45.5,91.0,8.46
325016,292.2,44.9,89.8,5.34
325017,276.0,58.2,116.4,5.26
325018,277.8,47.1,94.2,6.8
325213,252.7,49.1,98.2,4.03
325214,251.7,40.0,80.0,4.58
325224,255.8,40.1,80.2,4.61
325225,259.2,43.2,86.4,3.55
325702,294.0,55.3,110.6,7.8
329307,285.0,59.0,118.0,5.15
329309,257.0,37.9,75.8,4.3
329317,328.0,53.0,106.0,10.4
329324,281.9,53.9,107.8,7.06
329325,297.0,54.0,108.0,7.74
329910,247.0,34.0,68.0,3.16
329915,265.8,27.5,55.0,4.7
329918,247.4,34.3,68.6,4.3
329920,282.7,48.0,96.0,7.05
329921,257.0,40.5,81.0,4.87
329922,240.0,40.0,80.0,3.46
329923,284.0,43.5,87.0,6.14
329925,284.0,43.5,87.0,6.19
329928,251.2,50.6,101.2,3.58
329933,239.0,35.0,70.0,3.36
329934,256.0,38.8,77.6,4.22
329935,225.7,71.5,143.0,4.42
329942,280.7,43.6,87.2,6.94
329944,279.4,65.5,131.0,7.38
329945,280.0,65.5,131.0,7.05
329946,300.0,65.5,131.0,7.92
329947,247.0,25.3,50.6,2.58
331007,250.5,20.5,41.0,3.24
331581,300.0,66.0,132.0,6.58
331917,223.6,62.9,125.8,2.6
331922,250.8,62.4,124.8,4.02
331923,257.5,40.5,81.0,4.82
331929,265.5,34.0,68.0,5.1
331934,272.0,28.0,56.0,4.28
332541,270.1,62.7,125.4,4.64
333245,282.8,48.5,97.0,7.7
333246,279.7,40.0,80.0,4.0
3333101,299.9,57.7,115.4,0.0
333340,290.0,56.0,112.0,5.06
333342,289.7,55.4,110.8,4.53
333349,278.0,66.6,133.2,6.5
333351,330.0,76.0,152.0,10.45
333354,284.8,55.5,111.0,6.0
333358,295.1,54.6,109.2,7.25
333360,312.0,64.6,129.2,8.95
333362,300.0,65.5,131.0,5.15
333363,300.0,65.6,131.2,7.1
333639,305.3,49.8,99.6,9.56
333645,284.9,42.1,84.2,6.7
333648,301.8,45.0,90.0,8.43
333712,247.4,44.3,88.6,4.5
333726,304.9,28.0,56.0,7.85
333729,289.8,35.0,70.0,4.96
333932,300.0,47.0,94.0,9.1
333933,323.7,47.0,94.0,11.2
333947,300.0,43.7,87.4,8.14
334019,304.0,62.6,125.2,6.84
3345100,235.0,43.3,86.6,3.7
3345107,255.0,46.3,92.6,5.1
3345108,275.0,46.3,92.6,6.17
3345112,290.0,57.0,114.0,4.98
3345115,258.0,46.2,92.4,4.95
3345116,295.0,49.3,98.6,7.74
3345125,294.8,49.0,98.0,7.67
334588,254.9,43.0,86.0,4.7
334589,280.0,55.8,111.6,4.49
334591,294.9,49.2,98.4,7.73
3347109,301.7,49.2,98.4,5.3
3347115,312.0,49.7,99.4,8.6
334756,239.0,34.2,68.4,3.78
334758,255.8,36.7,73.4,5.08
334786,345.0,49.5,99.0,12.14
334787,279.9,49.4,98.8,5.9
334788,287.8,49.7,99.4,7.32
334789,254.7,51.2,102.4,3.54
334794,259.8,48.4,96.8,4.2
334795,308.0,55.2,110.4,10.34
334847,280.0,40.8,81.6,4.4
334852,308.0,64.8,129.6,6.94
334853,335.8,51.2,102.4,11.11
339906,273.0,43.0,86.0,5.44
339921,257.0,40.5,81.0,4.87
339922,240.0,40.0,80.0,3.34
339923,284.0,43.5,87.0,6.14
339925,284.0,43.5,87.0,6.19
339932,257.5,40.5,81.0,4.38
339933,239.0,35.0,70.0,3.36
341521,286.0,51.6,103.2,6.15
341532,323.8,77.1,154.2,10.5
341536,295.8,76.0,152.0,7.5
341540,299.8,51.6,103.2,7.05
341543,324.7,52.7,105.4,8.8
341544,324.0,73.8,147.6,10.6
341547,331.6,61.9,123.8,11.04
341553,309.8,77.1,154.2,8.12
341555,291.8,73.0,146.0,6.98
341559,324.0,80.8,161.6,10.71
341560,347.9,80.9,161.8,11.57
341563,324.0,77.1,154.2,10.4
341564,324.8,62.1,124.2,9.24
341566,300.0,73.0,146.0,8.0
341568,330.0,73.1,146.2,9.08
341938,301.5,34.1,68.2,8.38
342536,287.8,42.3,84.6,0.0
342570,315.7,52.0,104.0,10.11
342573,300.0,52.0,104.0,8.53
343332,288.0,46.5,93.0,6.53
343341,299.8,46.5,93.0,8.3
343347,302.8,51.1,102.2,7.675
343354,284.8,55.5,111.0,6.0
343356,345.0,51.0,102.0,11.75
343357,331.0,55.0,110.0,8.1
343358,295.1,54.6,109.2,7.25
343359,295.2,54.5,109.0,8.25
343360,312.0,64.6,129.2,8.95
343361,330.0,64.4,128.8,10.78
343362,300.0,65.5,131.0,5.15
343363,300.0,65.6,131.2,7.1
343366,360.0,64.5,129.0,15.49
343386,303.9,47.4,94.8,9.51
343390,345.0,46.6,93.2,11.66
343392,330.0,54.7,109.4,11.79
343393,350.2,54.7,109.4,13.15
343625,287.8,42.3,84.6,7.42
343645,284.9,42.1,84.2,6.7
343648,301.8,45.0,90.0,8.43
343653,314.0,45.2,90.4,9.21
343727,301.8,34.2,68.4,7.12
3447100,320.8,59.4,118.8,10.23
3447102,329.7,68.5,137.0,11.07
3447103,349.7,68.5,137.0,12.07
3447104,329.7,68.5,137.0,11.07
3447105,349.7,68.5,137.0,12.07
3447106,329.7,73.7,147.4,8.52
3447107,320.0,46.1,92.2,9.82
3447108,347.0,59.5,119.0,11.25
3447115,312.0,49.7,99.4,8.6
3447125,359.8,59.4,118.8,13.6
344743,288.0,46.5,93.0,7.495
344762,279.9,46.4,92.8,6.23
344765,282.3,46.2,92.4,7.28
344773,312.0,46.0,92.0,8.7
344786,345.0,49.5,99.0,12.14
344787,279.9,49.4,98.8,5.9
344788,287.8,49.7,99.4,7.32
344789,254.7,51.2,102.4,3.54
344791,323.0,59.5,119.0,10.52
344795,308.0,55.2,110.4,10.34
344799,313.8,59.4,118.8,8.78
344832,279.8,50.7,101.4,6.41
344841,286.0,50.3,100.6,6.78
344842,304.7,50.0,100.0,9.15
344848,278.1,48.5,97.0,7.1
344849,300.0,48.5,97.0,8.22
344850,320.0,48.5,97.0,9.66
344851,315.7,50.2,100.4,8.49
344853,335.8,51.2,102.4,11.11
351536,295.8,76.0,152.0,7.5
351540,299.8,51.6,103.2,7.05
351544,324.0,73.8,147.6,10.6
353316,284.0,43.5,87.0,4.8
353317,284.0,43.5,87.0,5.64
353318,258.0,55.5,111.0,3.22
353326,278.0,55.5,111.0,3.83
353332,288.0,46.5,93.0,6.53
353340,290.0,56.0,112.0,5.06
353341,299.8,46.5,93.0,8.3
353342,289.7,55.4,110.8,4.53
354743,288.0,46.5,93.0,7.495
354762,279.9,46.4,92.8,6.23
373319,300.0,45.5,91.0,8.0
373910,258.5,41.0,82.0,5.0
373913,280.0,44.0,88.0,6.9
373919,280.0,43.9,87.8,7.15
373930,279.7,47.0,94.0,7.18
251001,267.8,61.5,123.0,5.5
251002,245.0,80.0,160.0,6.3
251201,209.5,61.5,123.0,2.53
251203,215.0,60.0,120.0,2.42
251211,290.0,108.4,216.8,7.66
251212,301.0,87.1,174.2,6.284
251213,302.8,75.5,151.0,8.32
251402,339.5,80.5,161.0,8.43
251403,302.0,70.3,140.6,8.007
251404,334.6,80.7,161.4,8.56
251405,337.0,80.4,160.8,9.62
251503,269.8,58.5,117.0,4.02
251504,285.0,62.5,125.0,4.82
251505,269.9,58.7,117.4,4.51
251901,201.0,58.0,116.0,3.56
251904,212.0,80.0,160.0,4.96
251905,247.0,71.5,143.0,6.4
251906,247.0,81.0,162.0,6.4
251907,244.5,71.5,143.0,5.7
251908,201.0,58.0,116.0,0.0
251909,212.0,80.0,160.0,0.0
251910,247.0,71.5,143.0,0.0
251911,233.0,53.7,107.4,3.5
251912,298.0,107.0,214.0,9.9
251913,269.0,61.0,122.0,5.5
251914,249.5,61.0,122.0,4.3
251915,244.5,71.5,143.0,6.067
251916,247.0,71.5,143.0,6.767
252204,220.0,90.0,180.0,4.6
252205,290.0,69.0,138.0,5.7
252206,300.0,73.0,146.0,6.0
252209,216.0,52.0,104.0,2.3
252210,216.0,53.1,106.2,3.6
252211,247.0,60.0,120.0,3.8
252212,265.5,62.5,125.0,4.3
252213,220.0,90.0,180.0,3.8
252214,220.0,57.5,115.0,3.5
252215,265.5,62.5,125.0,4.1
252216,265.5,62.5,125.0,4.1
252217,280.0,60.5,121.0,6.2
252218,294.0,75.0,150.0,6.2
252219,300.0,80.0,160.0,8.2
252220,234.0,76.0,152.0,5.5
252221,236.2,66.7,133.4,4.1
252223,278.0,72.5,145.0,4.5
252224,243.7,75.1,150.2,6.07
252225,236.0,66.6,133.2,4.16
252302,219.0,53.1,106.2,3.43
252305,219.0,53.3,106.6,3.22
252307,305.0,65.0,130.0,8.2
252308,214.0,54.0,108.0,3.1
252309,214.0,53.8,107.6,2.65
252310,268.0,61.0,122.0,5.5
252313,256.0,67.5,135.0,5.0
252314,249.5,61.0,122.0,4.5
252315,219.0,53.1,106.2,3.2
252316,275.0,90.0,180.0,8.04
252317,309.0,89.8,179.6,7.5
252318,275.0,90.0,180.0,0.0
252319,275.0,90.0,180.0,0.0
252320,249.0,61.0,122.0,4.3
252321,268.5,61.0,122.0,5.7
252507,216.0,72.0,144.0,3.65
252510,216.0,76.5,153.0,3.95
252516,247.0,65.5,131.0,3.73
252517,272.5,69.5,139.0,4.59
252518,271.0,81.0,162.0,5.21
252520,273.0,81.5,163.0,5.19
252522,300.0,80.5,161.0,6.37
252526,215.9,92.6,185.2,4.22
252527,239.0,89.6,179.2,5.45
252528,268.5,66.5,133.0,5.7
252529,238.5,91.0,182.0,5.5
252530,216.0,88.0,176.0,4.26
252531,239.0,92.0,184.0,5.5
252532,243.0,63.5,127.0,4.19
252533,240.0,65.5,131.0,3.6
252534,242.9,92.6,185.2,6.1
252535,243.0,92.5,185.0,6.7
252536,279.0,89.5,179.0,7.9
252537,216.0,72.0,144.0,0.0
252538,216.0,76.5,153.0,0.0
252539,215.9,86.0,172.0,0.0
252540,216.0,76.0,152.0,0.0
252541,239.0,80.0,160.0,0.0
252542,242.9,81.1,162.2,0.0
252543,271.0,66.0,132.0,6.3
252544,239.0,92.2,184.4,6.05
252545,320.0,80.5,161.0,8.9
25254535,345.0,107.9,215.8,0.0
252546,243.0,92.5,185.0,7.192
252547,244.0,57.4,114.8,3.946
252549,273.0,70.2,140.4,6.39
252603,239.0,58.9,117.8,4.4
252604,268.5,60.0,120.0,5.8
252605,243.0,62.5,125.0,4.4
252606,268.2,59.7,119.4,5.46
252607,250.0,72.0,144.0,4.2
252608,224.2,56.0,112.0,3.1
252609,282.4,60.1,120.2,5.009
253004,215.0,89.0,178.0,4.4
253005,235.0,87.5,175.0,6.366
253006,241.0,64.5,129.0,4.0
253007,215.0,66.0,132.0,3.3
253008,235.0,63.5,127.0,3.9
253009,215.0,87.5,175.0,4.4
253010,241.0,64.1,128.2,3.79
253011,235.0,60.0,120.0,3.9
253012,331.0,93.8,187.6,8.42
253013,278.0,60.1,120.2,4.86
253014,343.0,91.4,182.8,9.86
253201,211.0,66.0,132.0,3.92
253203,229.5,72.0,144.0,5.0
253206,246.0,53.0,106.0,4.07
253209,225.0,65.5,131.0,5.2
253210,251.0,72.5,145.0,5.9
253211,251.0,72.5,145.0,5.4
253212,245.0,58.2,116.4,4.0
253213,251.0,72.5,145.0,0.0
253214,347.0,80.5,161.0,11.62
253215,294.5,78.0,156.0,7.48
253216,311.0,76.5,153.0,9.82
253217,311.0,76.2,152.4,9.014
253218,239.5,57.4,114.8,3.831
253301,220.0,57.5,115.0,2.9
253302,235.0,59.3,118.6,3.1
253303,235.0,58.8,117.6,3.25
253401,244.0,61.0,122.0,4.0
253402,246.0,71.5,143.0,5.5
253403,216.0,89.5,179.0,4.1
253404,216.0,58.6,117.2,3.1
253405,216.0,58.5,117.0,2.97
253406,216.0,89.5,179.0,4.1
253407,314.0,90.0,180.0,7.8
253408,243.2,58.0,116.0,4.39
253409,221.2,62.7,125.4,3.67
253410,249.0,64.0,128.0,4.25
253411,298.3,76.3,152.6,7.24
253412,343.0,84.4,168.8,10.1
253413,243.2,57.6,115.2,3.97
253415,221.5,60.1,120.2,3.578
253416,343.0,83.8,167.6,9.9
253417,216.0,71.6,143.2,0.0
253501,294.0,104.5,209.0,8.5
253502,246.0,58.5,117.0,4.0
253503,297.0,90.5,181.0,10.09
253504,270.0,60.5,121.0,4.62
253505,280.0,81.0,162.0,6.86
253506,230.5,67.4,134.8,4.35
253507,290.1,73.4,146.8,6.945
253508,246.2,54.4,108.8,0.0
253509,253.0,162.0,324.0,9.459
253510,230.0,67.5,135.0,5.23
253604,272.2,73.0,146.0,4.59
253605,228.0,56.0,112.0,2.83
253607,273.0,75.5,151.0,4.62
253611,228.3,83.6,167.2,3.87
253613,228.0,84.0,168.0,4.3
253614,265.2,64.5,129.0,4.1
253615,265.0,65.0,130.0,4.1
253616,228.0,85.8,171.6,4.4
253617,228.0,94.3,188.6,5.6
253618,208.0,63.0,126.0,3.9
253619,208.0,63.0,126.0,3.9
253620,231.7,63.0,126.0,4.66
253621,228.3,83.6,167.2,0.0
253622,228.0,84.0,168.0,0.0
253623,228.0,85.5,171.0,0.0
253624,228.0,94.3,188.6,0.0
253625,231.7,73.0,146.0,5.4
253626,265.0,68.8,137.6,4.32
253627,271.2,73.6,147.2,0.0
253628,297.4,69.4,138.8,7.1
253630,243.9,62.0,124.0,4.2
253631,274.1,63.0,126.0,5.5
253704,212.0,73.0,146.0,4.66
253705,211.9,81.6,163.2,5.01
253706,212.0,79.5,159.0,4.96
253708,273.9,65.9,131.8,6.0
253709,212.0,75.0,150.0,4.744
253710,212.0,73.0,146.0,0.0
253711,211.9,81.6,163.2,0.0
253712,212.0,79.5,159.0,0.0
253713,212.0,75.0,150.0,0.0
253715,273.0,76.5,153.0,0.0
253906,207.8,82.9,165.8,4.48
253907,234.0,85.5,171.0,5.4
253908,234.0,76.0,152.0,5.1
253909,278.0,72.5,145.0,4.5
253910,234.0,76.0,152.0,5.0
253911,208.0,83.0,166.0,3.95
253912,234.0,76.0,152.0,5.5
253913,233.9,76.0,152.0,5.0
253914,278.0,72.5,145.0,4.5
253915,234.0,85.5,171.0,5.5
253916,234.0,76.0,152.0,12.18
253917,277.8,73.3,146.6,4.68
253918,291.0,108.0,216.0,4.87
253919,207.8,82.9,165.8,0.0
253920,207.8,82.9,165.8,0.0
253921,234.0,85.5,171.0,0.0
253922,234.0,76.0,152.0,0.0
253923,234.0,76.0,152.0,0.0
253924,234.0,76.0,152.0,0.0
253925,233.9,76.0,152.0,0.0
253926,234.0,76.0,152.0,0.0
253927,237.0,76.0,152.0,6.2
253928,234.0,76.0,152.0,5.7
253929,234.0,76.0,152.0,5.2
253930,234.0,76.0,152.0,5.7
253931,237.0,78.5,157.0,6.038
254001,243.0,62.5,125.0,4.5
254002,290.0,56.5,113.0,6.48
254301,232.0,62.0,124.0,3.97
254303,290.0,57.4,114.8,6.1
254304,268.0,58.5,117.0,0.0
254401,270.0,63.5,127.0,4.74
254402,305.7,70.7,141.4,7.09
254504,242.0,57.0,114.0,3.83
254507,235.0,66.5,133.0,4.3
254508,235.0,66.5,133.0,4.095
254509,235.0,67.0,134.0,3.79
254510,235.0,65.6,131.2,3.7
254511,272.0,71.0,142.0,5.1
254512,235.0,65.5,131.0,4.5
254513,235.0,65.5,131.0,4.5
254514,207.0,93.0,186.0,3.55
254515,266.5,66.8,133.6,5.1
254516,235.5,60.6,121.2,4.3
254517,233.0,51.5,103.0,3.7
254518,277.4,64.3,128.6,4.8
254519,233.0,51.5,103.0,3.75
254520,314.0,80.5,161.0,8.0
254521,276.0,67.7,135.4,5.15
254522,308.0,71.8,143.6,8.558
254523,251.8,53.1,106.2,4.32
254524,343.0,83.0,166.0,11.83
254525,345.0,108.6,217.2,12.63
254526,302.8,74.0,148.0,5.585
254527,242.0,52.1,104.2,3.69
254528,304.0,72.3,144.6,6.93
254529,241.7,51.6,103.2,4.2
254530,207.0,94.5,189.0,0.0
254531,284.0,56.5,113.0,5.86
254532,308.0,72.2,144.4,8.52
254533,345.0,79.8,159.6,9.6
254534,345.0,85.0,170.0,10.435
254535,345.0,107.9,215.8,12.048
254704,262.0,94.0,188.0,5.31
254705,262.0,89.5,179.0,5.86
254706,279.0,89.3,178.6,6.39
254708,211.5,75.0,150.0,4.4
254709,239.7,81.2,162.4,5.38
254713,290.5,89.7,179.4,8.22
254718,279.0,97.0,194.0,5.985
254719,290.0,84.3,168.6,8.74
254720,261.7,80.5,161.0,6.3
254721,290.5,90.0,180.0,8.2
254722,275.0,90.0,180.0,7.8
254723,241.0,80.5,161.0,6.5
254724,211.5,52.6,105.2,3.0
254725,240.0,59.0,118.0,3.7
254726,286.0,90.0,180.0,6.2
254727,239.9,59.1,118.2,3.7
254729,290.0,57.5,115.0,6.05
254730,239.7,81.2,162.4,0.0
254731,290.5,89.7,179.4,0.0
254732,275.0,89.8,179.6,7.9
254733,289.8,64.4,128.8,6.975
254801,262.0,74.5,149.0,3.97
254804,242.0,60.0,120.0,4.53
254805,264.0,63.0,126.0,5.67
254807,242.0,55.5,111.0,4.2
255001,205.0,79.5,159.0,4.2
255002,242.0,80.8,161.6,5.8
255003,273.0,73.5,147.0,4.9
255004,205.0,79.5,159.0,0.0
255005,229.9,56.9,113.8,3.66
255101,213.0,82.5,165.0,3.7
255102,196.0,77.7,155.4,4.3
255103,272.0,69.0,138.0,6.0
255104,196.0,86.0,172.0,4.3
255105,282.0,68.0,136.0,5.6
255106,233.2,56.4,112.8,3.2
255201,221.7,51.3,102.6,2.9
255203,222.2,74.3,148.6,4.4
255204,245.0,56.5,113.0,3.9
255205,205.0,65.5,131.0,4.3
255206,313.0,66.5,133.0,8.4
255207,262.0,64.0,128.0,5.72
255208,245.0,56.5,113.0,3.8
255209,208.0,82.0,164.0,5.2
255210,208.0,63.0,126.0,4.4
255211,208.0,63.0,126.0,4.36
255212,261.5,63.8,127.6,5.828
255213,261.5,60.8,121.6,4.98
255214,261.5,61.0,122.0,5.0
255215,302.0,70.0,140.0,8.36
255216,238.0,81.5,163.0,6.15
255217,238.0,81.5,163.0,5.56
259301,281.0,107.0,214.0,6.6
259302,307.5,77.7,155.4,9.1
259303,232.5,61.0,122.0,3.0
259304,268.0,60.4,120.8,4.99
259306,255.2,52.5,105.0,9.125
259307,300.8,84.7,169.4,7.7
259905,242.0,67.0,134.0,3.58
259906,242.0,63.5,127.0,3.83
259907,273.0,71.0,142.0,5.76
259908,217.0,61.5,123.0,3.58
259909,220.0,46.8,93.6,3.06
261401,294.0,71.0,142.0,6.6
261901,298.0,98.0,196.0,9.2
261902,298.0,85.0,170.0,9.2
262201,294.0,75.0,150.0,6.2
262202,294.0,74.0,148.0,5.9
262203,344.0,85.5,171.0,10.0
262204,340.3,88.2,176.4,11.76
262205,336.0,88.5,177.0,9.6
262206,336.5,88.5,177.0,9.6
262306,293.5,122.5,245.0,11.0
262504,266.1,84.0,168.0,6.6
262507,292.0,146.0,292.0,13.3
262508,292.3,96.0,192.0,8.78
262509,318.0,132.5,265.0,13.3
262510,291.0,97.5,195.0,9.596
262511,314.4,105.0,210.0,12.43
262512,314.0,132.5,265.0,12.9
262513,314.4,105.0,210.0,12.72
263001,303.0,83.0,166.0,7.2
263002,297.0,70.5,141.0,6.81
263301,266.0,73.0,146.0,6.28
263302,300.0,83.0,166.0,6.9
263303,290.0,93.0,186.0,7.3
263401,303.0,83.0,166.0,7.2
263402,316.0,90.0,180.0,8.2
263601,290.0,75.0,150.0,7.5
263602,320.0,105.0,210.0,9.8
263901,292.0,135.0,270.0,10.12
263902,291.0,120.0,240.0,11.37
264001,329.0,88.0,176.0,9.4
264002,291.0,118.5,237.0,10.67
264501,302.0,78.0,156.0,6.5
264503,314.0,80.5,161.0,8.0
264504,321.0,80.5,161.0,8.3
264704,282.0,77.5,155.0,6.09
264705,282.0,83.0,166.0,7.0
264706,285.5,78.0,156.0,6.05
264707,309.0,141.0,282.0,12.43
264709,311.0,88.1,176.2,9.0
264712,342.5,83.0,166.0,9.0
269906,298.0,98.0,196.0,8.74
203679,280.0,104.5,209.0,9.51
313679,280.0,104.5,209.0,9.51
313683,276.0,45.5,91.0,6.33
