230,73,240
272,51,255
280,83,255
285,99,255
288,120,255
325,92,270
330,108,270
340,122,270
350,143,270
352,61,285
355,79,285
360,98,285
361,115,285
362,133,285
365,156,285
370,178,285
375,73,295
377,95,300
379,125,300
380,111,300
381,155,300
382,72,310
383,100,310
384,115,310
385,63,320
388,92,320
389,120,320
390,140,320
400,164,320
402,60,330
405,130,330
408,60,340
410,80,340
420,90,365
